	N120	N123	N124	N126	N130	N131	N138	N140	N144	N146	N148	N149	N150	N151	N152	N153	N155	N158	N160	N163	N164	N165	N166	N169	N171	N172	N176	N178	N179	N182	N185	N186	N187	N188	N189	N192	N193	N195	N197	N198	N199	N200	N202	N203	N205	N210	N212	N214	N215	N216	N217	N221	N222	N224	N226	N228	N229	N232	N233	N234	N235	N238	N240	N243	N245	N246	N247	N248	N250	N254	N255	N256	N259	N261	N265	N267	N268	N269	N270	N153A
MEPE	1.458753173	0.0	0.257137227	0.029228688	0.604960672	0.710336476	1.644933348	0.252700593	0.824174707	0.858133971	0.559081435	1.056718377	2.487663173	1.086479649	0.051231684	1.583605735	0.0	1.168793173	0.729265254	0.850619203	0.196000323	0.336874707	1.294846346	5.16982619	1.016053173	1.836454571	1.090058852	2.467221188	0.0	1.255741268	0.384958688	0.760062824	0.708656266	1.541641733	1.163566999	0.022761268	0.21749	0.89939	0.047054707	0.594718767	0.94605907	1.497673689	0.267423348	1.534427338	1.174399879	0.347608767	0.738593173	0.528064185	1.222868095	1.017173349	0.627329649	1.717879879	1.020626472	4.498861268	1.500905195	0.579968095	0.423366758	0.968707499	0.749571631	1.482755735	0.48308	0.793156187	0.677078095	0.0	0.907316476	0.276926176	0.0	1.628269879	1.323616472	0.0	1.291346266	0.725598095	0.81043	0.957004234	1.33507314	1.773753971	0.749332824	0.0	0.0	0.0
CCL16	9.346293173	8.622238426	4.542227227	8.663958688	8.457390672	9.039266476	8.103763348	6.532250593	9.046714707	7.789313971	9.007571435	8.924108377	10.26604317	9.765569649	8.605721684	8.442535735	7.752621268	8.332773173	7.428755254	8.446699203	8.021170323	7.701494707	10.38734635	11.96234619	8.214843173	6.717124571	9.248548852	7.842811188	7.635993173	8.829841268	6.688598688	7.736782824	8.595446266	9.130981733	7.546736999	8.323621268	8.36601	8.92314	7.621654707	9.818828767	8.26236907	8.793263689	7.520783348	9.473377338	7.983459879	7.145488767	9.003193173	8.728244185	9.191538095	8.600783349	10.60543965	9.478059879	10.04445647	9.383801268	8.630125195	7.984368095	8.174286758	8.983967499	8.652801631	9.218455735	8.36678	7.295616187	8.366848095	6.36271	7.848086476	7.455036176	6.22376	7.957019879	7.330026472	3.72751907	8.191656266	8.711828095	8.38271	9.157404234	8.63112314	9.762063971	7.725062824	8.43101	8.61201907	7.85648
CTSF	1.387753173	0.074218426	0.312747227	1.113648688	0.695340672	2.156516476	2.496723348	0.303720593	2.534564707	1.023303971	3.363721435	3.705418377	3.501053173	2.629579649	0.360601684	2.365605735	1.461731268	3.327773173	1.395175254	1.412679203	0.453860323	0.426024707	2.374376346	0.0	0.671253173	0.259784571	2.698498852	2.043621188	0.0	2.749011268	0.506568688	3.011552824	0.777326266	3.354591733	2.345556999	0.564871268	0.2408	1.86471	0.465024707	1.082188767	2.18430907	3.816603689	0.119893348	3.698857338	0.874949879	0.0	4.033773173	3.636284185	2.272158095	3.763713349	4.312379649	3.072469879	2.940456472	3.607071268	2.860145195	1.761248095	0.943806758	3.597547499	1.538041631	2.622875735	2.24437	0.452656187	3.178358095	0.81302	0.277566476	0.054036176	0.15561	1.084029879	2.156786472	0.73498907	2.528516266	1.233328095	0.18032	0.387304234	2.53478314	3.581933971	0.0	1.12797	2.93200907	1.18378
MATN2	9.152573173	6.559188426	4.888977227	8.335948688	4.038050672	8.516556476	9.555403348	5.341830593	9.381394707	8.766883971	10.02020144	10.33511838	11.33897317	10.23680965	6.224721684	9.230065735	7.684931268	10.09651317	7.706145254	8.240729203	6.736180323	5.210434707	10.20495635	11.77626619	8.578033173	5.401034571	9.899978852	9.058941188	7.768333173	10.07897127	6.894518688	10.17066282	4.956846266	10.67757173	8.476596999	7.340081268	7.3741	9.74249	5.441694707	6.729658767	9.03482907	11.70730369	6.333603348	11.72907734	7.373209879	4.346218767	11.32614317	10.39046419	9.704108095	10.42782335	9.821439649	10.00882988	10.19587647	10.94402127	10.24214519	8.745818095	6.709956758	10.1110675	8.398311631	9.942585735	8.95914	5.525616187	9.804218095	8.4464	6.294776476	6.259316176	5.81528	7.457249879	8.846996472	5.56374907	10.36432627	7.322108095	4.00463	7.946004234	9.41920314	10.60887397	4.654592824	7.68928	9.74223907	7.89724
HTRA2	5.918883173	3.026928426	3.506777227	5.183678688	3.953200672	4.382166476	6.693513348	2.181920593	5.930924707	5.405933971	7.318461435	7.243518377	7.167443173	6.493349649	3.974811684	6.512485735	4.777391268	7.402713173	4.309565254	5.908639203	3.410080323	3.174674707	6.197766346	7.76371619	4.650023173	3.166704571	6.514518852	5.876821188	3.836593173	6.405571268	2.597948688	6.838932824	2.114116266	6.794551733	5.565096999	4.612271268	3.12999	5.62718	1.922014707	2.420208767	6.40593907	6.864293689	2.571783348	7.202337338	2.934439879	0.834988767	7.015263173	6.882104185	6.373978095	7.241063349	7.078839649	7.128529879	7.044216472	7.207821268	6.265115195	6.576418095	3.840866758	7.050837499	5.604191631	6.659865735	5.80314	3.028626187	7.021088095	4.93874	2.799086476	2.545886176	2.53266	3.908359879	6.488966472	1.74060907	6.079866266	4.461348095	1.76834	4.964814234	6.13365314	7.683173971	0.960192824	5.43601	6.97374907	5.74014
MFGE8	11.48342317	10.23759843	10.45866723	10.51685869	8.321440672	10.77857648	10.93581335	9.820780593	10.64733471	11.01070397	10.92377144	11.18998838	12.55210317	10.71027965	9.658321684	11.70798574	11.61864127	11.20930317	10.94994525	10.3758292	10.27545032	10.65762471	12.08557635	15.72857619	11.64662317	11.04588457	11.80449885	12.55743119	11.20698317	11.76598127	10.26966869	10.93261282	11.53316627	11.39308173	11.101277	10.24669127	10.61109	10.89305	10.25959471	10.96180877	11.42397907	12.09314369	11.17569335	12.06118734	11.78750988	11.04514877	11.10897317	10.60499419	10.91161809	11.46553335	10.63196965	11.58890988	11.86588647	12.84725127	11.67234519	10.68060809	10.99284676	11.2657475	11.12342163	11.72340574	10.73056	9.945986187	10.88120809	10.7484	9.685946476	9.046346176	10.18475	11.31933988	11.92052647	10.40838907	11.26043627	10.95319809	10.43527	11.08434423	11.66419314	12.41522397	11.00925282	10.58696	10.87081907	10.86165
NUDT5	4.360753173	4.368368426	1.382297227	4.937708688	4.206930672	6.741496476	5.445913348	4.550220593	5.025734707	3.767963971	7.061191435	5.835338377	6.973993173	5.579489649	5.855121684	5.187495735	2.569841268	6.551943173	5.981785254	4.548109203	4.722980323	5.175384707	4.159676346	9.25710619	4.576353173	2.301624571	5.111898852	5.447961188	2.418573173	3.775061268	2.732038688	5.635842824	1.993026266	6.231491733	4.708476999	6.471521268	3.70583	5.14622	3.814614707	3.104898767	4.97566907	5.858943689	2.612673348	6.392207338	3.156739879	3.723358767	5.578673173	6.447604185	6.149588095	5.395693349	6.497449649	6.612639879	6.969316472	6.259081268	4.953955195	4.535958095	5.604626758	7.070867499	4.617831631	5.602435735	4.43502	3.554096187	6.022908095	2.49096	4.636796476	3.839486176	3.76861	5.095059879	3.470526472	2.63260907	4.207546266	4.815868095	2.51309	5.324224234	4.93799314	6.380993971	3.058332824	4.82151	6.71292907	3.52467
ACAN	5.968723173	3.803388426	4.415967227	4.330548688	3.542950672	6.381846476	6.044923348	4.908370593	5.518944707	4.783263971	5.766921435	7.290648377	7.035723173	5.967339649	5.954481684	7.149775735	6.308601268	5.543283173	6.225405254	5.366509203	4.606720323	5.156724707	7.087106346	10.00197619	6.609983173	5.994724571	5.702608852	6.346661188	6.498163173	7.610751268	5.780708688	6.226902824	7.090376266	6.843661733	5.663356999	5.914071268	6.22369	6.50082	5.887964707	6.629568767	6.88724907	7.595343689	5.220803348	6.704457338	7.275039879	5.218388767	6.642353173	6.594434185	6.098548095	7.039223349	7.199479649	6.431339879	7.274286472	7.718591268	6.829575195	6.736498095	6.752756758	6.886747499	5.430081631	5.501865735	6.00957	6.216026187	6.966128095	6.69859	5.858866476	4.078596176	4.56637	7.346609879	7.072196472	5.91119907	6.317786266	5.523658095	2.16297	5.568534234	6.97163314	6.944953971	5.427232824	6.17329	6.74891907	6.24321
ITGB1	7.295673173	6.441898426	6.374057227	7.143568688	5.937170672	7.305636476	7.538613348	6.026080593	6.988304707	6.945543971	7.576131435	8.516958377	8.050873173	8.129829649	6.404461684	7.754005735	5.859031268	7.747433173	7.405375254	6.267139203	5.624060323	6.139014707	7.296866346	11.26444619	7.373463173	5.829494571	7.876078852	7.521331188	7.325213173	7.500831268	7.566508688	7.546642824	6.673906266	7.704251733	5.577106999	7.062861268	6.26786	7.48914	6.118504707	6.160748767	8.03788907	8.364133689	6.245263348	9.030957338	6.776299879	5.584678767	8.266453173	7.689604185	7.276628095	8.138853349	8.475429649	8.261389879	8.243636472	7.993651268	7.656355195	8.141228095	6.954186758	7.847107499	7.671451631	7.601755735	7.30754	6.138976187	7.927598095	7.55219	5.471106476	5.289586176	6.28228	7.698009879	7.858406472	6.00739907	7.595786266	7.345478095	5.67679	7.231344234	7.32536314	8.988613971	5.046412824	7.46796	7.45500907	7.01921
DKK3	4.708793173	5.256078426	3.067847227	4.692758688	3.522390672	7.072136476	5.123033348	5.909820593	3.967044707	4.656713971	6.409291435	7.300248377	7.096413173	6.798749649	5.690491684	4.893585735	3.929191268	7.201993173	6.460185254	3.873539203	7.782330323	6.022654707	5.972576346	9.17633619	4.881803173	3.127844571	7.061068852	4.188541188	3.636713173	4.621661268	3.011428688	5.472372824	3.249766266	6.226631733	5.132116999	6.488091268	3.86953	5.10762	6.176494707	3.358768767	4.56037907	7.908453689	3.598573348	8.770577338	3.658099879	2.407128767	7.397213173	5.677214185	6.292148095	6.911983349	6.391989649	6.594499879	7.611706472	6.268581268	6.302505195	5.507528095	5.442346758	6.369857499	5.280001631	5.139965735	4.8184	3.596146187	5.922158095	4.38662	4.193186476	3.697166176	4.46141	6.037599879	4.239816472	3.64742907	5.472636266	5.302258095	4.01361	6.055934234	5.32340314	7.712663971	3.350722824	5.05359	6.09883907	4.71882
SPINT2	4.874413173	4.040088426	3.596377227	4.807708688	3.068440672	3.362736476	5.374313348	4.065190593	3.861954707	4.070323971	5.342221435	5.277128377	6.048293173	5.028519649	4.595291684	4.459245735	2.765801268	5.363383173	5.131005254	3.428939203	4.610390323	4.029774707	4.245786346	8.32045619	4.023193173	3.830514571	4.321618852	5.376691188	4.556043173	4.763911268	4.670398688	5.529762824	4.689836266	5.184571733	4.151746999	5.769641268	3.92567	4.60792	5.432504707	4.690488767	5.10181907	5.441203689	4.394153348	5.262887338	3.648099879	3.438768767	6.309493173	5.633184185	5.483238095	6.699163349	6.905499649	5.641679879	5.817346472	5.657271268	3.905755195	6.246018095	5.009026758	5.149307499	5.166171631	5.368985735	3.60213	3.872026187	5.368668095	4.68892	3.454666476	2.656566176	4.4745	4.827679879	4.134726472	3.31647907	4.432166266	4.693868095	2.6143	4.752134234	4.50117314	6.942703971	3.353192824	5.69431	5.70968907	3.59256
APP	6.111123173	4.251398426	4.256637227	4.024838688	3.545390672	6.147546476	5.779943348	5.233820593	4.692424707	4.380673971	5.269641435	7.856278377	6.227883173	5.985819649	5.218161684	5.249075735	5.438541268	6.917683173	7.012185254	4.628929203	5.415290323	5.623794707	7.363116346	10.47736619	6.804193173	4.669694571	5.797918852	5.019531188	5.253123173	5.947311268	4.474568688	5.891822824	5.962086266	6.512631733	4.902966999	5.564031268	4.62924	4.96101	5.531614707	5.410798767	6.14200907	7.893433689	3.579363348	7.668667338	5.838669879	3.810278767	6.628193173	6.313364185	4.909398095	6.935533349	6.982269649	6.367899879	7.106906472	5.850901268	6.744775195	5.743978095	4.885546758	6.308407499	5.118461631	5.368215735	5.64099	3.544836187	6.095608095	5.6559	4.210016476	3.667036176	4.99348	5.502199879	6.086446472	4.48473907	5.921596266	5.273068095	2.60427	5.539294234	6.82708314	7.875413971	4.296852824	6.82585	6.55396907	5.31144
HAVCR2	1.923623173	2.342958426	0.145517227	2.047598688	2.860010672	3.279566476	1.934903348	3.107310593	2.937774707	1.743303971	5.545771435	2.839168377	4.396973173	2.523909649	3.511341684	3.268965735	1.561161268	4.796833173	2.261375254	2.735419203	3.790770323	2.680344707	1.889406346	5.55626619	2.279133173	1.134214571	3.012168852	3.338781188	0.728123173	1.720711268	1.607128688	3.978332824	0.0	3.697231733	2.685006999	3.827901268	0.12539	2.62002	2.141214707	0.487588767	2.58302907	3.734563689	1.789373348	3.802347338	1.366719879	0.436458767	2.825713173	3.785224185	3.876828095	2.938633349	2.624439649	3.551769879	2.311716472	3.996461268	1.807855195	1.408468095	3.185296758	4.158287499	2.151811631	3.639495735	2.02439	2.574416187	3.132608095	0.82834	2.553236476	2.136906176	1.47102	2.270279879	1.194966472	1.67650907	2.165996266	3.173098095	1.45353	3.511624234	1.93574314	3.137383971	2.046472824	1.28418	2.46204907	1.49787
TMSB10	5.857103173	5.971888426	1.885427227	5.705468688	5.930980672	6.754886476	6.655613348	5.977780593	6.434194707	5.158053971	6.516261435	7.465268377	7.415863173	6.744499649	5.764461684	6.902695735	4.518701268	7.455913173	6.545295254	6.424719203	6.253750323	6.520514707	5.967276346	9.93832619	6.735153173	3.361814571	6.904188852	5.560391188	3.254993173	5.471281268	3.441488688	7.227522824	4.551016266	7.045441733	6.670746999	5.765931268	4.62446	6.32786	5.946484707	4.780278767	5.99370907	6.841663689	3.747773348	7.038407338	5.223799879	4.159428767	6.679683173	6.513004185	6.580798095	6.582693349	6.762799649	7.565879879	7.536766472	6.473411268	5.347095195	5.975818095	6.823156758	7.231537499	5.531101631	6.697145735	5.67501	6.067996187	7.265258095	4.18216	6.335326476	5.894096176	5.36228	6.588599879	4.650896472	5.34844907	5.597676266	7.208268095	4.17884	6.852164234	5.30459314	7.585713971	6.135172824	5.63144	7.02981907	3.11012
ANGPTL4	4.328963173	3.273438426	0.459407227	3.562558688	5.230460672	3.978796476	4.144473348	1.622710593	4.711004707	2.815053971	4.666371435	3.478008377	6.761073173	3.117989649	2.577641684	4.992115735	3.295981268	6.205093173	2.015635254	5.213899203	2.480320323	2.609844707	3.577616346	5.57618619	2.437403173	2.579064571	5.915918852	4.803231188	2.208343173	4.077531268	1.147958688	4.854972824	1.315206266	4.397261733	4.145336999	1.328381268	3.63422	2.89505	1.546344707	3.786828767	3.21724907	4.321943689	1.646453348	3.080877338	2.152839879	1.336808767	3.796043173	4.569654185	4.886218095	4.758953349	4.641009649	5.546609879	4.539366472	3.740551268	3.820015195	3.198888095	2.652166758	5.227707499	3.777901631	4.565185735	3.38419	2.964696187	4.025328095	1.7738	3.313656476	1.970166176	1.32006	3.458809879	3.636766472	0.85795907	2.936416266	3.935408095	1.43573	4.009954234	4.04765314	4.967153971	1.541262824	1.44615	4.06041907	1.626
INHBC	0.823613173	0.553008426	0.217777227	0.077558688	1.173060672	1.046486476	0.384413348	0.186200593	1.358574707	0.522563971	1.464781435	1.194238377	2.001383173	0.850229649	0.219121684	1.362605735	1.042611268	0.715593173	0.430455254	-0.042750797	-0.071969677	0.089614707	1.927156346	4.66156619	0.690763173	0.643954571	1.465148852	1.789201188	0.619243173	1.182791268	0.240078688	0.545872824	0.766856266	1.085551733	0.638106999	-0.086458732	0.0	0.59896	0.371354707	0.0	1.15024907	1.488453689	0.375813348	1.327977338	1.247559879	0.285108767	1.513603173	0.982014185	0.726478095	1.279353349	1.392259649	1.434419879	1.332306472	2.278371268	1.071465195	0.606778095	0.660356758	1.007457499	0.981621631	1.000935735	0.22462	0.477696187	0.711258095	0.22106	0.103626476	0.244976176	0.32898	1.212919879	1.140676472	0.70792907	0.967476266	1.103578095	0.6744	0.409464234	1.05936314	1.791753971	0.548562824	0.51639	0.74687907	0.29796
SPINK1	1.635593173	0.344358426	0.351037227	0.891098688	5.493890672	1.268586476	0.865663348	0.284190593	0.661074707	0.939663971	1.383751435	1.314258377	2.255893173	1.469989649	0.498881684	1.506215735	1.586601268	1.278723173	0.722575254	0.065969203	0.371490323	0.289954707	1.677386346	0.0	0.0	1.685234571	1.144748852	1.601071188	0.868993173	0.931201268	0.399108688	0.864982824	1.146036266	1.410551733	0.918076999	0.660811268	0.26986	0.59337	0.483294707	0.861918767	1.15212907	1.489093689	0.233933348	1.465997338	0.963479879	0.475818767	1.290043173	0.937434185	1.183878095	1.215363349	0.946949649	1.539019879	1.699826472	2.193261268	1.154235195	0.523218095	0.963786758	1.619157499	1.087781631	1.404175735	0.62305	0.636066187	0.746988095	0.37389	0.174656476	0.520156176	0.23886	1.044349879	1.415316472	0.78201907	0.834856266	1.166678095	0.97319	0.921254234	1.00247314	2.128623971	0.693262824	0.62355	0.99323907	0.39241
CLEC11A	5.825663173	3.786928426	1.414437227	5.077488688	3.167810672	6.398796476	8.118903348	3.077030593	8.237204707	4.126113971	8.329131435	8.562288377	8.357383173	6.823129649	5.535871684	8.444865735	6.822731268	9.062773173	4.549395254	8.512469203	6.317410323	3.665554707	8.480066346	8.13024619	5.657883173	3.227324571	9.353618852	8.225001188	2.418463173	8.034241268	1.492078688	8.153982824	0.849586266	7.959821733	7.287906999	3.175901268	3.27721	7.48259	2.081034707	3.805438767	6.81349907	9.053153689	1.638053348	8.088357338	4.597269879	0.0	7.464363173	8.293154185	7.453258095	8.119293349	7.844879649	8.986599879	7.521286472	9.756421268	8.411855195	4.712658095	4.630556758	9.211697499	6.321381631	8.626545735	7.72818	5.040056187	8.295028095	3.52081	5.136556476	4.727076176	3.12019	4.416819879	6.429486472	3.00199907	7.857726266	5.269248095	3.73747	5.667394234	8.19093314	9.387553971	1.880292824	5.54553	7.58433907	7.05898
PDGFRB	3.097083173	1.791108426	1.936367227	3.240368688	1.063900672	3.034686476	3.576533348	1.877010593	2.463884707	3.269573971	3.667421435	4.262788377	4.123953173	3.719779649	2.072181684	2.593705735	1.834611268	3.091533173	2.947745254	1.419919203	1.599470323	1.871794707	2.979136346	6.77206619	2.877493173	1.469934571	2.978828852	3.440651188	2.377343173	3.201321268	3.523398688	2.712052824	2.108136266	4.003111733	2.325416999	3.757501268	1.8002	3.277	1.351594707	1.403538767	3.31202907	3.854873689	1.868623348	4.414857338	2.461759879	1.546268767	4.061633173	3.633824185	3.511458095	3.273513349	3.936849649	3.538799879	3.892716472	4.299071268	2.786655195	3.416988095	2.494646758	3.387297499	3.533331631	3.355605735	2.43382	1.211646187	3.122218095	2.60037	1.074406476	0.633116176	1.52205	2.808149879	3.536476472	1.84125907	3.002696266	2.396838095	0.97167	2.771674234	2.78163314	4.622943971	1.322542824	2.87692	2.78247907	2.99092
COCH	6.171213173	2.654078426	1.096467227	2.663508688	3.317640672	3.302716476	3.955733348	1.005040593	4.680944707	3.977793971	5.122031435	4.289898377	4.683183173	5.401589649	2.578161684	4.150345735	3.440321268	4.483733173	3.547495254	2.247169203	0.342730323	1.498764707	10.53938635	6.86938619	3.134293173	3.333954571	4.672188852	4.811831188	2.776953173	8.047361268	2.587378688	2.824072824	2.289896266	8.779081733	3.741516999	1.277631268	5.63569	4.99989	1.870264707	2.159498767	4.92928907	5.512133689	3.135293348	5.719777338	3.441629879	0.684828767	4.641403173	6.213964185	8.303398095	4.153753349	5.294119649	5.252129879	5.499116472	6.228461268	8.144025195	2.826128095	4.005696758	9.532297499	4.802181631	6.088125735	5.53042	3.001956187	3.994688095	1.89025	1.813126476	1.871896176	1.67027	8.434439879	4.989136472	1.26342907	5.003326266	3.068268095	2.19879	2.272824234	4.89777314	5.676323971	1.107312824	6.07972	5.33351907	3.35725
FCRL5	0.0	-0.124511574	0.122087227	-0.108711312	0.500600672	0.272006476	0.501063348	-0.223679407	0.799854707	0.0	1.024791435	0.772088377	0.0	0.400909649	0.174781684	1.145575735	1.026311268	0.879493173	0.0	0.065099203	0.0	0.0	1.540306346	0.0	0.0	0.0	0.0	1.841701188	0.0	0.0	0.298998688	0.744952824	0.0	1.228991733	0.579316999	0.0	0.0	0.49575	0.129634707	0.0	1.20374907	1.385643689	0.082013348	0.0	0.725359879	0.0	1.133313173	0.865594185	2.266278095	0.883013349	0.558079649	0.912289879	1.128156472	2.158041268	0.821415195	0.359828095	0.476926758	3.196367499	1.017771631	1.091785735	0.34694	0.409756187	0.858518095	0.27305	-0.034033524	-0.118803824	0.09665	0.778679879	1.053666472	0.60265907	0.739216266	0.428488095	0.20246	0.172744234	0.0	1.634053971	0.471092824	0.09393	0.98119907	0.10066
